_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,geometry
2542324,4155420,2018.0,2018.0,1964.0,PRIVATE,1,Etobicoke North,2313 ISLINGTON AVE,7,80,2018-12-18,71,Evaluation needs to be conducted in 2 years,18,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,,W0131,43.7176295755,-79.5558080485,POINT (300287.597 4841742.787)
2542325,4155442,2017.0,2018.0,1962.0,PRIVATE,1,Etobicoke North,2328 ISLINGTON AVE,7,68,2018-12-18,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0130,43.7172161806,-79.5567000725,POINT (300215.686 4841696.915)
2542326,4155223,2017.0,2018.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,810 ROYAL YORK RD,6,60,2018-12-18,76,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,W0325,43.639553376,-79.509024033,POINT (304055.942 4833068.369)
2542327,4153503,,2018.0,1925.0,PRIVATE,13,Toronto Centre,135 EARL PL,4,16,2018-12-18,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,,,S1322,43.6680405937,-79.3779246146,POINT (314633.659 4836247.873)
2542328,4154168,2017.0,2018.0,1959.0,PRIVATE,15,Don Valley West,36 THORNCLIFFE PARK DR,6,70,2018-12-18,79,Evaluation needs to be conducted in 2 years,18,4.0,2.0,5.0,4.0,4.0,3.0,,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,,N1533,43.702708953,-79.344590225,POINT (317309.891 4840096.148)
2542329,4153138,2017.0,2018.0,1989.0,SOCIAL HOUSING,10,Spadina-Fort York,24 SHAW ST,9,200,2018-12-18,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,3.0,4.0,3.0,4.0,,3.0,4.0,3.0,S1027,43.6423363643,-79.4160843491,POINT (311554.662 4833379.707)
2542330,4155225,2017.0,2018.0,1973.0,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2018-12-18,67,Evaluation needs to be conducted in 2 years,19,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,W0325,43.6463454422,-79.5227554263,POINT (302948.491 4833822.241)
2542331,4154464,2017.0,2018.0,1962.0,PRIVATE,7,Humber River-Black Creek,3700 KEELE ST,3,57,2018-12-18,68,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0731,43.7552410078,-79.4893788755,POINT (305639.91 4845919.621)
2542332,4153065,2017.0,2018.0,1897.0,SOCIAL HOUSING,4,Parkdale-High Park,10 LANSDOWNE AVE,3,21,2018-12-18,77,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,S0435,43.6410463174,-79.4371700849,POINT (309853.582 4833234.996)
2542333,4153064,2017.0,2018.0,1979.0,PRIVATE,4,Parkdale-High Park,12 LANSDOWNE AVE,3,26,2018-12-18,64,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,,,S0435,43.6411898546,-79.4371749359,POINT (309853.179 4833250.942)
2542334,4155928,2017.0,2018.0,1971.0,PRIVATE,2,Etobicoke Centre,41 WARRENDER AVE,7,105,2018-12-18,79,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,5.0,5.0,,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,,,W0227,43.676012059,-79.553552325,POINT (300469.801 4837116.899)
2542335,4155211,2017.0,2018.0,1949.0,PRIVATE,3,Etobicoke-Lakeshore,2690 BLOOR ST W,4,18,2018-12-18,68,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,3.0,,W0322,43.6503326449,-79.4973659893,POINT (304996.803 4834264.87)
2542336,4154219,2017.0,2018.0,1965.0,PRIVATE,7,Humber River-Black Creek,99 MATTSON RD,4,30,2018-12-17,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0734,43.722654944,-79.5130447411,POINT (303733.493 4842299.549)
2542337,4154188,2018.0,2018.0,1956.0,PRIVATE,15,Don Valley West,18 KENRAE RD,3,13,2018-12-17,78,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,5.0,3.0,4.0,,5.0,,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,,N1531,43.704897465,-79.361903925,POINT (315914.058 4840336.839)
2542338,4155122,2017.0,2018.0,1983.0,TCHC,5,York South-Weston,30 DENARDA ST,15,255,2018-12-17,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0531,43.68924906,-79.4925042867,POINT (305388.692 4838588.272)
2542339,4154472,2017.0,2018.0,1969.0,PRIVATE,7,Humber River-Black Creek,20 BROADOAKS DR,9,177,2018-12-17,66,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,W0731,43.7577107844,-79.4909188845,POINT (305515.869 4846193.988)
2542340,4154462,2017.0,2018.0,1973.0,PRIVATE,7,Humber River-Black Creek,25 BROADOAKS DR,9,92,2018-12-17,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,,W0731,43.7569259596,-79.4910108744,POINT (305508.471 4846106.795)
2542341,4154123,2017.0,2018.0,1960.0,PRIVATE,14,Toronto-Danforth,51 GAMBLE AVE,6,49,2018-12-17,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,,S1421,43.6895687051,-79.3520550359,POINT (316711.144 4838634.294)
2542342,4155589,2017.0,2018.0,1971.0,TCHC,4,Parkdale-High Park,245 DUNN AVE,20,384,2018-12-17,57,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,S0436,43.640216059,-79.433778346,POINT (310127.038 4833143.912)
2542343,4154135,2017.0,2018.0,1964.0,PRIVATE,14,Toronto-Danforth,72 GAMBLE AVE,12,212,2018-12-17,81,Evaluation needs to be conducted in 2 years,20,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,S1421,43.6901320701,-79.3521100097,POINT (316706.6 4838696.875)
2542344,4153511,2017.0,2018.0,1968.0,PRIVATE,13,Toronto Centre,41 DUNDONALD ST,18,107,2018-12-17,73,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,S1322,43.666212621,-79.382200082,POINT (314284.363 4836036.604)
2542345,4153512,2017.0,2018.0,1917.0,PRIVATE,13,Toronto Centre,49 DUNDONALD ST,5,32,2018-12-17,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,S1322,43.666349498,-79.381871851,POINT (314310.814 4836051.846)
2542346,4153143,2017.0,2018.0,1930.0,PRIVATE,10,Spadina-Fort York,115 EUCLID AVE,3,16,2018-12-17,70,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,2.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,,S1022,43.6494076571,-79.4085775875,POINT (312159.435 4834165.952)
2542347,4155371,2017.0,2018.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,5294 DUNDAS ST W,7,45,2018-12-17,56,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,W0323,43.637025183,-79.54003296,POINT (301553.935 4832788.22)
2542348,4155922,2017.0,2018.0,1972.0,TCHC,4,Parkdale-High Park,3725 DUNDAS ST W,10,153,2018-12-17,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,S0421,43.6653702089,-79.4987991022,POINT (304881.171 4835935.439)
2542349,4156016,2017.0,2018.0,1972.0,TCHC,4,Parkdale-High Park,3735 DUNDAS ST W,10,132,2018-12-17,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,S0421,43.665189036,-79.499393828,POINT (304843.771 4835924.809)
2542350,4155422,2017.0,2018.0,1955.0,PRIVATE,1,Etobicoke North,75 IRWIN RD,6,53,2018-12-17,71,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,5.0,3.0,,2.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,,W0131,43.7249788623,-79.5580297876,POINT (300109.16 4842559.379)
2542351,4153046,2017.0,2018.0,1960.0,PRIVATE,4,Parkdale-High Park,83 INDIAN RD,5,21,2018-12-17,46,Building Audit,17,1.0,1.0,2.0,2.0,3.0,3.0,,3.0,3.0,,1.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,,S0434,43.6422400128,-79.4533563133,POINT (308547.591 4833366.778)
2542352,4153047,2017.0,2018.0,1970.0,PRIVATE,4,Parkdale-High Park,109 INDIAN RD,8,38,2018-12-17,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0434,43.6433287042,-79.4525126324,POINT (308615.591 4833487.768)
2542353,4155419,2017.0,2018.0,1964.0,PRIVATE,1,Etobicoke North,6 AUBURNDALE CRT,7,82,2018-12-17,66,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,,W0131,43.7182235841,-79.5547061524,POINT (300376.432 4841808.712)
2542354,4154346,2017.0,2018.0,1962.0,PRIVATE,5,York South-Weston,1560 LAWRENCE AVE W,6,90,2018-12-17,71,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,,W0526,43.706628986,-79.487496518,POINT (305791.914 4840520.101)
2542355,4154342,2017.0,2018.0,1960.0,PRIVATE,5,York South-Weston,1570 LAWRENCE AVE W,6,87,2018-12-17,74,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0526,43.7066390346,-79.4883790039,POINT (305721.056 4840520.254)
2542356,4155130,2017.0,2018.0,1969.0,PRIVATE,5,York South-Weston,24 PINEHILL CRES,4,29,2018-12-17,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,W0531,43.688323353,-79.50178938,POINT (304639.897 4838486.396)
2542357,4155397,2018.0,2018.0,1952.0,PRIVATE,2,Etobicoke Centre,440 RATHBURN RD,7,80,2018-12-17,72,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,4.0,3.0,,5.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0225,43.6542760057,-79.571409419,POINT (299024.393 4834705.336)
2542358,4153062,2017.0,2018.0,1918.0,TCHC,4,Parkdale-High Park,22 O'HARA AVE,3,13,2018-12-17,74,Evaluation needs to be conducted in 2 years,14,4.0,3.0,3.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,5.0,,,S0435,43.6419758468,-79.4348296425,POINT (310042.331 4833338.397)
2542359,4155402,2017.0,2018.0,1970.0,PRIVATE,2,Etobicoke Centre,1 RABBIT LANE,7,33,2018-12-17,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,W0226,43.6584013749,-79.5675840655,POINT (299333.331 4835163.389)
2542360,4154226,2017.0,2018.0,1967.0,PRIVATE,7,Humber River-Black Creek,2020 SHEPPARD AVE W,15,204,2018-12-17,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0729,43.739202145,-79.5181434205,POINT (303323.153 4844137.908)
2542361,4154063,2017.0,2018.0,1956.0,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2018-12-17,78,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1924,43.708477676,-79.3002028238,POINT (320886.13 4840743.72)
2542362,4154062,2017.0,2018.0,1956.0,PRIVATE,19,Beaches-East York,2922 ST CLAIR AVE E,4,16,2018-12-17,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,S1924,43.7085088591,-79.2998972117,POINT (320910.751 4840747.242)
2542363,4155128,2017.0,2018.0,1977.0,PRIVATE,5,York South-Weston,12 BUTTONWOOD AVE,4,40,2018-12-17,68,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,2.0,3.0,3.0,,4.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0531,43.6911592011,-79.5020724213,POINT (304617.364 4838800.489)
2542364,4156295,2017.0,2018.0,1967.0,PRIVATE,5,York South-Weston,1765 WESTON RD,25,246,2018-12-14,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,,W0527,43.6990639559,-79.5119719596,POINT (303819.476 4839678.778)
2542365,4155920,2017.0,2018.0,1967.0,PRIVATE,5,York South-Weston,1775 WESTON RD,25,245,2018-12-14,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,,W0527,43.6994166431,-79.51287144,POINT (303746.982 4839717.979)
2542366,4156611,2017.0,2018.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2844 BLOOR ST W,3,14,2018-12-14,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,4.0,4.0,,3.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,W0322,43.6493477344,-79.503797178,POINT EMPTY
2542367,4156649,2017.0,2018.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2846 BLOOR ST W,4,16,2018-12-14,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,W0322,43.6492875275,-79.5040692616,POINT EMPTY
2542368,4154196,2017.0,2018.0,1960.0,PRIVATE,15,Don Valley West,27 BRENTCLIFFE RD,3,12,2018-12-14,88,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,5.0,4.0,4.0,,4.0,,2.0,5.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,,N1529,43.7149898693,-79.35960275,POINT (316097.848 4841457.449)
2542369,4154114,2018.0,2018.0,1986.0,PRIVATE,14,Toronto-Danforth,91 COSBURN AVE,11,86,2018-12-14,72,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,3.0,5.0,,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1421,43.6888266682,-79.3502448679,POINT (316857.213 4838552.103)
2542370,4154128,2017.0,2018.0,1961.0,PRIVATE,14,Toronto-Danforth,100 COSBURN AVE,7,140,2018-12-14,89,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,5.0,4.0,,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,,S1421,43.6894490908,-79.3500408612,POINT (316873.531 4838621.28)
2542371,4253901,2017.0,2018.0,1963.0,PRIVATE,14,Toronto-Danforth,20 COSBURN AVE,3,30,2018-12-14,75,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,4.0,4.0,,3.0,,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,,S1421,43.6886977693,-79.3541118682,POINT (316545.506 4838537.252)
2542372,4154131,2017.0,2018.0,1965.0,PRIVATE,14,Toronto-Danforth,30 COSBURN AVE,5,26,2018-12-14,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,4.0,5.0,,4.0,,,4.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,,S1421,43.6889031771,-79.3527309834,POINT (316656.787 4838560.264)
2542373,4154112,2017.0,2018.0,1973.0,PRIVATE,14,Toronto-Danforth,55 COSBURN AVE,12,155,2018-12-14,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,,S1421,43.6884922382,-79.3520019211,POINT (316715.641 4838514.709)
2542374,4153550,2018.0,2018.0,1917.0,PRIVATE,11,University-Rosedale,628 CHURCH ST,3,20,2018-12-14,57,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,,3.0,,3.0,,,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,,,S1137,,,POINT (314232.17 4836412.982)
2542375,4253833,2018.0,2018.0,1960.0,PRIVATE,4,Parkdale-High Park,1 CLAUDE AVE,3,30,2018-12-14,69,Evaluation needs to be conducted in 2 years,14,4.0,3.0,3.0,4.0,3.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,3.0,,2.0,,,S0434,43.639823941,-79.451749578,POINT (308677.112 4833099.385)
2542376,4155396,2017.0,2018.0,1963.0,PRIVATE,2,Etobicoke Centre,70 DIXFIELD DR,12,141,2018-12-14,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,,W0225,43.656041966,-79.572403682,POINT (298944.101 4834902.553)
2542377,4153147,2017.0,2018.0,1912.0,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,2018-12-14,68,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,,S1021,43.6484324377,-79.4240226585,POINT (310913.609 4834056.383)
2542378,4154137,,2018.0,1955.0,PRIVATE,14,Toronto-Danforth,1243 BROADVIEW AVE,4,38,2018-12-14,71,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,4.0,5.0,5.0,4.0,3.0,3.0,,3.0,3.0,,S1421,43.6907938758,-79.3550051135,POINT (316473.095 4838770.007)
2542379,4154121,2017.0,2018.0,1970.0,PRIVATE,14,Toronto-Danforth,33 GAMBLE AVE,4,28,2018-12-14,82,Evaluation needs to be conducted in 2 years,17,5.0,4.0,4.0,5.0,5.0,5.0,,3.0,,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,S1421,43.6894011372,-79.352872034,POINT (316645.318 4838615.567)
2542380,4154122,2017.0,2018.0,1974.0,PRIVATE,14,Toronto-Danforth,45 GAMBLE AVE,6,49,2018-12-14,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,S1421,43.689482846,-79.3524948053,POINT (316675.712 4838624.697)
2542381,4154133,2019.0,2018.0,1958.0,PRIVATE,14,Toronto-Danforth,15 GAMBLE AVE,3,27,2018-12-14,70,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1421,43.6891811387,-79.3538144471,POINT (316569.387 4838590.994)
2542382,4153514,2017.0,2018.0,1970.0,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2018-12-14,75,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,S1322,43.665727503,-79.383887543,POINT (314148.344 4835982.525)
2542383,4154231,2017.0,2018.0,1970.0,PRIVATE,7,Humber River-Black Creek,2940 JANE ST,13,153,2018-12-14,77,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,W0729,43.753728376,-79.5177880102,POINT (303352.137 4845751.71)
2542384,4154233,2017.0,2018.0,1970.0,PRIVATE,7,Humber River-Black Creek,2970 JANE ST,14,164,2018-12-14,79,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,W0729,43.7553825332,-79.5178201808,POINT (303349.587 4845935.472)
2542385,4243431,2017.0,2018.0,1968.0,PRIVATE,7,Humber River-Black Creek,2801 JANE ST,17,234,2018-12-14,63,Evaluation needs to be conducted in 1 year,18,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0730,43.750216797,-79.515167827,POINT (303562.808 4845362.501)
2542386,4154205,2017.0,2018.0,1965.0,PRIVATE,15,Don Valley West,1903 BAYVIEW AVE,5,27,2018-12-14,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,,N1529,43.7157230263,-79.377538515,POINT (314652.469 4841536.636)
2542387,4154345,2017.0,2018.0,1963.0,PRIVATE,5,York South-Weston,1550 LAWRENCE AVE W,7,96,2018-12-14,73,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,W0526,43.707214984,-79.486164406,POINT (305899.264 4840585.216)
2542388,4154117,2017.0,2018.0,1970.0,PRIVATE,14,Toronto-Danforth,60 GOWAN AVE,21,118,2018-12-14,86,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,S1421,43.6880167433,-79.3522352421,POINT (316696.927 4838461.851)
2542389,4155587,2017.0,2018.0,1969.0,TCHC,4,Parkdale-High Park,100 HIGH PARK AVE,24,447,2018-12-14,62,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,S0428,43.656567829,-79.4673846716,POINT (307415.157 4834958.018)
2542390,4154198,2017.0,2018.0,1945.0,PRIVATE,15,Don Valley West,958 EGLINTON AVE E,3,24,2018-12-14,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,5.0,5.0,,3.0,,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,5.0,3.0,,N1529,43.714859025,-79.36014009,POINT (316054.311 4841443.795)
2542391,4154195,2017.0,2018.0,1944.0,PRIVATE,15,Don Valley West,960 EGLINTON AVE E,3,16,2018-12-14,84,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,4.0,3.0,5.0,,4.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,,N1529,43.71515813,-79.359256459,POINT (316125.459 4841477.143)
2542392,4153072,2017.0,2018.0,1930.0,PRIVATE,4,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2018-12-14,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,,,S0433,43.653120199,-79.451329542,POINT (308710.143 4834576.586)
2542393,4154234,2017.0,2018.0,1971.0,PRIVATE,7,Humber River-Black Creek,1825 FINCH AVE W,16,171,2018-12-14,73,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,W0730,43.757886117,-79.511912431,POINT (303825.107 4846214.47)
